Age,Gender,Height,Weight,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Breakfast Category,Activity_Lightly Active,Activity_Moderately Active,Activity_Sedentary,Activity_Very Active,Goal_Maintenance,Goal_Muscle Gain,Goal_Weight Loss,Goal_Weight Maintenance,Diet_Omnivore,Diet_Vegan,Diet_Vegetarian,Breakfast Category Encoded
55.0,1,175.0,90.0,1800,130,200,60,scrambled eggs with whole-wheat toast,Chicken and vegetable stir-fry with brown rice,Turkey chili with cornbread,Apple slices with peanut butter,egg-based,True,False,False,False,False,False,True,False,True,False,False,0
28.0,0,170.0,70.0,2500,175,350,80,tofu and vegetable stir-fry with brown rice,Black bean burger on whole-wheat bun,Lentil and vegetable curry,Protein smoothie with fruit,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
40.0,1,190.0,110.0,2200,160,280,70,greek yogurt with granola and berries,Chicken breast with roasted vegetables and quinoa,Turkey meatballs with spaghetti squash,Trail mix with nuts and seeds,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
62.0,0,160.0,55.0,1500,80,180,40,tofu scramble with vegetables,Vegetable soup with whole-wheat bread,Lentil and vegetable curry,Fruit salad with nuts,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
22.0,1,185.0,95.0,3000,200,400,100,oatmeal with protein powder,Chicken breast with brown rice and vegetables,Steak with sweet potato and asparagus,Protein bar,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
38.0,0,168.0,65.0,1600,100,200,50,tofu scramble with vegetables,Black bean burger on whole-wheat bun,Vegetable stir-fry with brown rice,Fruit with almonds,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
27.0,0,172.0,75.0,2000,120,250,60,scrambled eggs with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Trail mix with nuts and seeds,egg-based,False,True,False,False,True,False,False,False,False,False,True,0
45.0,1,180.0,100.0,2400,180,300,80,greek yogurt with fruit and granola,Chicken breast with roasted vegetables and quinoa,Salmon with asparagus and sweet potato,Protein shake with fruit,yogurt-based,False,False,False,True,False,False,True,False,True,False,False,5
32.0,0,165.0,65.0,1800,80,200,50,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Apple slices with almond butter,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
55.0,1,175.0,90.0,1800,100,200,50,whole-wheat toast with egg and avocado,Chicken and vegetable stir-fry,Baked chicken with sweet potato and green beans,Trail mix,egg-based,False,False,True,False,False,False,True,False,True,False,False,0
28.0,0,170.0,70.0,2500,150,300,70,tofu scramble with spinach and mushrooms,Lentil and vegetable curry with brown rice,Tofu stir-fry with brown rice and vegetables,Banana with peanut butter,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
48.0,0,160.0,60.0,1600,70,180,40,overnight oats with fruit and nuts,Lentil soup with whole-wheat bread,Vegetable stir-fry with tofu,Apple slices with almond butter,oatmeal-based,False,False,True,False,True,False,False,False,False,True,False,1
62.0,1,170.0,85.0,1800,100,200,50,greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Grilled chicken with roasted vegetables,Popcorn with a sprinkle of parmesan cheese,yogurt-based,True,False,False,False,False,False,True,False,True,False,False,5
22.0,0,168.0,55.0,2200,120,250,60,quinoa breakfast bowl with berries and nuts,Chickpea and vegetable stew,Bean and vegetable burrito,Trail mix with dried fruit and nuts,other,False,True,False,False,False,True,False,False,False,False,True,2
38.0,1,185.0,100.0,3000,180,350,80,oatmeal with protein powder and fruit,Chicken and vegetable stir-fry with brown rice,Steak with sweet potato and asparagus,Trail mix with dried fruit and nuts,oatmeal-based,False,False,False,True,False,True,False,False,True,False,False,1
21.0,0,158.0,50.0,1800,80,200,50,tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Tofu stir-fry with brown rice and vegetables,Banana with peanut butter,tofu-based,False,True,False,False,False,False,True,False,False,True,False,4
58.0,0,163.0,75.0,1600,70,180,40,overnight oats with fruit and nuts,Lentil soup with whole-wheat bread,Vegetable stir-fry with tofu,Apple slices with almond butter,oatmeal-based,False,False,True,False,True,False,False,False,False,False,True,1
25.0,0,165.0,58.0,1800,80,250,60,oatmeal with berries and nuts,Tuna salad sandwich on whole-wheat bread with a side salad,Salmon with roasted vegetables and quinoa,Greek yogurt with fruit and granola,oatmeal-based,True,False,False,False,False,False,True,False,True,False,False,1
38.0,1,180.0,85.0,2800,150,350,80,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Lentil stew with whole-wheat bread,Protein shake with fruit ,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
62.0,0,160.0,65.0,1500,70,200,40,tofu scramble with whole-wheat toast and avocado,Lentil soup with a side salad,Vegetarian chili with brown rice,Fruit and yogurt ,tofu-based,False,False,True,False,False,False,True,False,False,False,True,4
28.0,1,185.0,90.0,3200,180,400,80,tofu scramble with whole-wheat toast and avocado,Lentil stew with whole-wheat bread,Bean burgers with sweet potato fries,Protein shake with fruit and nuts,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
45.0,0,170.0,70.0,1700,75,220,50,oatmeal with fruit and nuts,Black bean burgers on whole-wheat buns with a side salad,Lentil soup with whole-wheat bread,Fruit and nut mix,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
58.0,1,175.0,80.0,2200,100,280,60,eggs with whole-wheat toast and bacon,Chicken salad sandwich on whole-wheat bread with a side salad,Chicken stir-fry with brown rice,Greek yogurt with fruit,egg-based,False,False,True,False,True,False,False,False,True,False,False,0
32.0,0,168.0,62.0,2400,120,300,70,tofu scramble with whole-wheat toast and avocado,Chickpea salad sandwich on whole-wheat bread with a side salad,Black bean burgers with brown rice and roasted vegetables,Protein shake with fruit and nuts ,tofu-based,False,True,False,False,False,True,False,False,False,False,True,4
70.0,1,170.0,75.0,1600,70,210,40,tofu scramble with whole-wheat toast and avocado,Lentil soup with a side salad,Vegetarian chili with brown rice,Fruit and yogurt ,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
19.0,0,163.0,55.0,2600,140,320,70,eggs with whole-wheat toast and bacon,Chicken breast with brown rice and steamed vegetables,Salmon with roasted vegetables and quinoa,Protein shake with fruit ,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
55.0,1,183.0,95.0,2000,90,250,50,scrambled eggs with whole-wheat toast and avocado,Lentil soup with a side salad,Vegetarian chili with brown rice,Fruit and nuts,egg-based,False,False,True,False,True,False,False,False,False,False,True,0
25.0,1,180.0,80.0,2000,120,250,60,oatmeal with berries and nuts,Chicken salad with whole-wheat bread,Grilled salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,65.0,1600,80,180,50,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Apple slices with almond butter,tofu-based,True,False,False,False,False,False,True,False,False,False,True,4
55.0,1,175.0,95.0,2200,100,300,70,tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
68.0,0,160.0,70.0,1400,70,150,40,yogurt with fruit and granola,Tuna salad with whole-wheat bread,Chicken breast with steamed vegetables,Apple slices with peanut butter,yogurt-based,True,False,False,False,False,False,True,False,True,False,False,5
28.0,1,185.0,90.0,3000,180,400,80,scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake with fruit,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
38.0,0,170.0,75.0,1800,80,220,60,tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
58.0,1,170.0,85.0,2000,80,250,60,oatmeal with fruit and nuts,Turkey sandwich with whole-wheat bread,Grilled chicken with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,False,True,False,True,False,False,False,True,False,False,1
42.0,0,168.0,60.0,2200,100,300,70,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with quinoa,Apple slices with almond butter,tofu-based,False,False,False,True,False,True,False,False,False,False,True,4
21.0,1,190.0,100.0,2800,140,350,90,tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil stew with brown rice,Banana with almond butter,tofu-based,False,True,False,False,False,True,False,False,False,True,False,4
62.0,0,155.0,55.0,1200,60,120,30,tofu scramble with vegetables,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Apple slices with almond butter,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
25.0,1,180.0,80.0,2000,120,250,60,greek yogurt with berries and granola,Chicken salad sandwich on whole-wheat bread with a side of fruit,Salmon with roasted vegetables,Apple slices with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
32.0,0,165.0,65.0,1600,80,200,40,tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Vegetarian chili with brown rice,Mixed nuts and dried fruit,tofu-based,False,False,True,False,False,False,True,False,False,False,True,4
58.0,1,175.0,95.0,2200,100,300,65,tofu and vegetable stir-fry,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable curry with brown rice,Popcorn with nutritional yeast,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
40.0,0,170.0,72.0,2500,150,350,80,oatmeal with protein powder and berries,Chicken breast with brown rice and vegetables,Turkey chili with whole-wheat bread,Greek yogurt with protein powder,oatmeal-based,False,True,False,False,False,True,False,False,True,False,False,1
28.0,1,185.0,90.0,3000,180,400,90,tofu and vegetable stir-fry with quinoa,Black bean burgers with sweet potato fries,Lentil loaf with roasted vegetables,Protein smoothie with banana and spinach,other,False,False,False,True,False,True,False,False,False,True,False,2
62.0,0,160.0,60.0,1800,80,220,50,eggs with whole-wheat toast and fruit,Tuna salad sandwich on whole-wheat bread with a side of fruit,Chicken stir-fry with brown rice,Trail mix,egg-based,False,False,True,False,True,False,False,False,True,False,False,0
35.0,1,190.0,100.0,2400,140,300,70,quinoa porridge with berries,Chickpea salad sandwich on whole-wheat bread with a side of fruit,Vegetarian lasagna with a side salad,Hummus and veggie wraps,other,False,False,False,True,False,False,True,False,False,False,True,2
22.0,0,168.0,55.0,1500,70,180,40,tofu and vegetable scramble with whole-wheat toast,Lentil stew with brown rice,Vegan pasta with marinara sauce and vegetables,Fruit salad,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
55.0,1,178.0,85.0,2000,100,250,60,greek yogurt with granola and fruit,Tuna salad sandwich on whole-wheat bread with a side salad,Chicken and vegetable stir-fry with brown rice,Trail mix,yogurt-based,False,False,True,False,True,False,False,False,True,False,False,5
48.0,0,172.0,78.0,1800,90,220,50,oatmeal with fruit and nuts,Lentil soup with whole-wheat bread,Tofu and vegetable stir-fry with brown rice,Popcorn with nutritional yeast,oatmeal-based,False,True,False,False,False,False,True,False,False,True,False,1
25.0,1,180.0,85.0,2200,120,250,60,greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Apple with almond butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
38.0,0,165.0,68.0,1800,80,200,50,tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Mixed nuts and dried fruit,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
55.0,1,175.0,95.0,1800,80,200,50,tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Mixed nuts and dried fruit,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
62.0,0,160.0,70.0,1500,70,175,40,overnight oats with chia seeds and fruit,Black bean burger on a whole wheat bun with salad,Lentil stew with brown rice,Fruit and vegetable salad,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
28.0,1,190.0,90.0,3000,160,350,80,scrambled eggs with whole wheat toast and avocado,Chicken breast with quinoa and vegetables,Steak with sweet potato and broccoli,Protein bar,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
40.0,0,170.0,75.0,2200,100,250,60,tofu scramble with vegetables and whole wheat toast,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Mixed nuts and dried fruit,tofu-based,False,True,False,False,False,True,False,False,False,False,True,4
58.0,1,170.0,80.0,1600,70,180,40,overnight oats with chia seeds and fruit,Black bean burger on a whole wheat bun with salad,Lentil stew with brown rice,Fruit and vegetable salad,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
65.0,0,155.0,65.0,1500,60,175,40,greek yogurt with berries and granola,Chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Apple with almond butter,yogurt-based,True,False,False,False,True,False,False,False,True,False,False,5
32.0,1,185.0,100.0,3200,180,380,90,scrambled eggs with whole wheat toast and avocado,Chicken breast with quinoa and vegetables,Steak with sweet potato and broccoli,Protein bar,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
45.0,0,168.0,72.0,1700,70,190,45,overnight oats with chia seeds and fruit,Black bean burger on a whole wheat bun with salad,Lentil stew with brown rice,Fruit and vegetable salad,oatmeal-based,False,True,False,False,False,False,True,False,False,True,False,1
25.0,1,180.0,80.0,2200,140,250,70,oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,65.0,2000,120,200,60,tofu scramble with vegetables,Lentil soup with whole-grain bread,Chickpea pasta with tomato sauce,Trail mix,tofu-based,False,False,True,False,False,True,False,False,False,False,True,4
48.0,1,175.0,95.0,2800,160,350,85,tofu breakfast burrito with avocado,Black bean burger on a whole-grain bun,Tempeh stir-fry with brown rice,Mixed nuts and dried fruit,tofu-based,False,False,False,True,True,False,False,False,False,True,False,4
55.0,0,160.0,70.0,1800,100,180,50,greek yogurt with granola and fruit,Tuna salad sandwich on whole-grain bread,Chicken stir-fry with brown rice,Fruit and nuts,yogurt-based,True,False,False,False,False,False,True,False,True,False,False,5
28.0,1,190.0,100.0,3000,180,400,100,scrambled eggs with whole-wheat toast,Chicken breast with brown rice and vegetables,Steak with sweet potato and green beans,Protein shake,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
62.0,0,155.0,55.0,1600,80,160,40,tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegan chili with brown rice,Fruit and vegetables,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
35.0,1,170.0,75.0,2400,130,300,70,oatmeal with fruit and nuts,Quinoa salad with vegetables,Bean burrito with brown rice,Trail mix,oatmeal-based,False,False,False,True,False,False,True,False,False,False,True,1
22.0,0,168.0,58.0,2200,120,250,60,greek yogurt with fruit and granola,Chicken breast with brown rice and vegetables,Salmon with roasted vegetables,Protein bar,yogurt-based,True,False,False,False,False,True,False,False,True,False,False,5
58.0,1,178.0,85.0,2000,120,200,60,tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegan chili with brown rice,Fruit and vegetables,tofu-based,False,True,False,False,False,False,True,False,False,True,False,4
40.0,0,172.0,78.0,1800,100,180,50,greek yogurt with granola and fruit,Tuna salad sandwich on whole-grain bread,Chicken stir-fry with brown rice,Fruit and nuts,yogurt-based,False,False,True,False,True,False,False,False,True,False,False,5
25.0,1,180.0,85.0,2200,150,250,60,oatmeal with berries and nuts,Grilled chicken salad with whole grain bread,Salmon with roasted vegetables,Greek yogurt with fruit and granola,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
32.0,0,165.0,60.0,1800,80,220,50,tofu scramble with avocado toast,Quinoa bowl with roasted vegetables and chickpeas,Lentil soup with whole grain bread,Apple with almond butter,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
55.0,1,175.0,90.0,2000,120,200,55,scrambled eggs with whole grain toast,Chicken breast with brown rice and steamed vegetables,Lentil stew with whole grain bread,Fruit salad with Greek yogurt,egg-based,False,False,True,False,False,False,True,False,True,False,False,0
28.0,0,170.0,70.0,2400,160,300,70,tofu and vegetable stir-fry,Chickpea and vegetable curry with brown rice,Lentil and vegetable soup with whole grain bread,Trail mix with nuts and seeds,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
62.0,0,160.0,65.0,1600,70,180,40,overnight oats with berries and chia seeds,Black bean burger on a whole wheat bun with salad,Lentil stew with vegetables and brown rice,Fruit with almond butter,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
38.0,1,185.0,95.0,2800,200,350,80,protein smoothie with fruit and spinach,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables,Protein bar,other,False,True,False,False,False,True,False,False,True,False,False,2
21.0,0,168.0,55.0,2000,100,250,60,tofu scramble with vegetables and avocado toast,Chickpea pasta with vegetable sauce,Bean and vegetable stir-fry with brown rice,Fruit with nuts and seeds,tofu-based,False,False,False,True,True,False,False,False,False,True,False,4
40.0,1,190.0,110.0,2000,140,200,50,greek yogurt with berries and granola,Chicken salad sandwich on whole wheat bread,Turkey chili with whole grain bread,Popcorn with a sprinkle of nutritional yeast,yogurt-based,False,False,True,False,False,False,True,False,True,False,False,5
23.0,0,172.0,68.0,1800,100,200,50,scrambled eggs with whole grain toast,Quinoa salad with roasted vegetables and chickpeas,Lentil soup with whole grain bread,Trail mix with nuts and seeds,egg-based,False,True,False,False,False,False,True,False,False,False,True,0
48.0,1,178.0,80.0,1800,100,200,50,overnight oats with berries and chia seeds,Black bean burger on a whole wheat bun with salad,Lentil stew with vegetables and brown rice,Fruit with almond butter,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
25.0,1,180.0,80.0,2200,120,250,60,greek yogurt with berries and nuts,Tuna Salad Sandwich on Whole Wheat Bread,Chicken Stir-Fry with Brown Rice,Apple with Peanut Butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
32.0,0,165.0,65.0,2000,100,200,70,tofu scramble with avocado toast,Quinoa Salad with Grilled Vegetables,Lentil Soup with Whole Wheat Bread,Mixed Nuts and Dried Fruits,tofu-based,True,False,False,False,False,True,False,False,False,False,True,4
48.0,1,175.0,95.0,2800,150,300,80,oatmeal with protein powder and berries,Chicken Breast with Brown Rice and Steamed Vegetables,Salmon with Roasted Sweet Potatoes,Yogurt Parfait with Granola,oatmeal-based,False,False,False,True,False,False,True,False,True,False,False,1
55.0,0,160.0,70.0,1800,80,220,50,tofu scramble with whole wheat toast,Lentil and Vegetable Curry with Brown Rice,Black Bean Burgers on Whole Wheat Buns,Fruit Salad with Coconut Yogurt,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
28.0,1,190.0,90.0,2800,160,350,100,eggs with whole wheat toast and avocado,Chicken and Vegetable Wrap on Whole Wheat Tortilla,Grilled Steak with Sweet Potato Fries,Protein Shake with Banana,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
62.0,1,170.0,85.0,1800,80,200,50,tofu scramble with whole wheat toast,Lentil and Vegetable Curry with Brown Rice,Black Bean Burgers on Whole Wheat Buns,Fruit Salad with Coconut Yogurt,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
35.0,0,170.0,75.0,2400,120,280,80,greek yogurt with berries and nuts,Quinoa Salad with Grilled Vegetables,Lentil Soup with Whole Wheat Bread,Mixed Nuts and Dried Fruits,yogurt-based,False,False,False,True,False,True,False,False,False,False,True,5
22.0,0,160.0,55.0,1600,70,180,40,tofu scramble with whole wheat toast,Lentil and Vegetable Curry with Brown Rice,Black Bean Burgers on Whole Wheat Buns,Fruit Salad with Coconut Yogurt,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
40.0,1,185.0,100.0,2500,130,280,70,oatmeal with protein powder and berries,Chicken Breast with Brown Rice and Steamed Vegetables,Salmon with Roasted Sweet Potatoes,Yogurt Parfait with Granola,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
29.0,0,175.0,85.0,2600,130,320,90,greek yogurt with berries and nuts,Quinoa Salad with Grilled Vegetables,Lentil Soup with Whole Wheat Bread,Mixed Nuts and Dried Fruits,yogurt-based,False,False,False,True,False,True,False,False,False,False,True,5
25.0,1,180.0,80.0,3000,180,350,80,oatmeal with protein powder and berries,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes and broccoli,Greek yogurt with almonds and fruit,oatmeal-based,False,True,False,False,False,True,False,False,True,False,False,1
38.0,0,165.0,65.0,1800,100,200,50,tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,tofu-based,True,False,False,False,False,False,True,False,False,False,True,4
55.0,1,175.0,90.0,2200,120,250,60,eggs with whole wheat toast and fruit,Tuna salad sandwich on whole grain bread,Chicken stir-fry with brown rice,Apple with peanut butter,egg-based,False,False,True,False,False,False,True,False,True,False,False,0
62.0,0,160.0,70.0,2000,100,220,60,tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,tofu-based,False,True,False,False,True,False,False,False,False,True,False,4
28.0,1,190.0,100.0,3500,200,400,100,greek yogurt with granola and berries,Chicken breast with brown rice and vegetables,Steak with sweet potato fries and mixed greens,Protein shake,yogurt-based,False,False,False,True,False,True,False,False,True,False,False,5
42.0,0,170.0,75.0,1700,90,180,45,tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,tofu-based,True,False,False,False,False,False,True,False,False,True,False,4
68.0,1,170.0,85.0,2000,100,220,60,eggs with whole wheat toast and fruit,Tuna salad sandwich on whole grain bread,Chicken stir-fry with brown rice,Apple with peanut butter,egg-based,False,False,True,False,True,False,False,False,True,False,False,0
22.0,0,165.0,55.0,2500,150,300,70,tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
35.0,1,185.0,95.0,2500,140,280,70,oatmeal with protein powder and berries,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes and broccoli,Greek yogurt with almonds and fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
58.0,0,155.0,60.0,1800,80,200,50,tofu scramble with whole grain toast and avocado,Lentil soup with whole grain bread,Chickpea curry with brown rice,Fruit and nut mix,tofu-based,False,False,True,False,True,False,False,False,False,True,False,4
25.0,0,165.0,55.0,1800,100,200,60,greek yogurt with berries and granola,Chicken salad sandwich on whole grain bread with a side of fruit,Salmon with roasted vegetables and brown rice,Trail mix,yogurt-based,True,False,False,False,False,False,True,False,True,False,False,5
32.0,1,180.0,80.0,2800,180,350,80,scrambled eggs with whole wheat toast and avocado,Chicken stir-fry with brown rice,Steak with baked potato and broccoli,Protein shake,egg-based,False,True,False,False,False,True,False,False,True,False,False,0
58.0,0,160.0,70.0,1500,80,150,50,oatmeal with fruit and nuts,Lentil soup with whole wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,oatmeal-based,False,False,True,False,False,False,True,False,False,False,True,1
38.0,1,190.0,95.0,3200,200,400,100,pancakes with fruit and syrup,Chicken breast with quinoa and vegetables,Beef with sweet potato and green beans,Protein bar,pancake-based,False,False,False,True,False,True,False,False,True,False,False,3
22.0,0,170.0,60.0,2000,100,250,70,tofu scramble with vegan toast and avocado,Vegan chili with brown rice,Lentil pasta with vegan pesto sauce,Banana with peanut butter,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
65.0,1,175.0,85.0,1700,90,180,60,fruit salad with yogurt,Tuna salad sandwich on whole grain bread with a side of salad,Baked chicken with roasted vegetables,Mixed nuts and dried fruit,other,False,False,True,False,False,False,True,False,True,False,False,2
40.0,0,168.0,65.0,2200,120,280,80,scrambled eggs with whole wheat toast and spinach,Chickpea salad sandwich on whole grain bread,Lentil stew with brown rice,Hummus and veggie sticks,egg-based,False,True,False,False,False,True,False,False,False,False,True,0
28.0,1,185.0,90.0,3000,150,375,90,tofu scramble with vegan toast and avocado,Vegan lentil burger with sweet potato fries,Tofu stir-fry with brown rice,Trail mix with dried fruit,tofu-based,False,False,False,True,False,True,False,False,False,True,False,4
52.0,0,158.0,62.0,1400,70,140,40,oatmeal with fruit and nuts,Vegan chili with whole wheat bread,Tofu stir-fry with brown rice,Fruit and yogurt,oatmeal-based,False,False,True,False,False,False,True,False,False,True,False,1
35.0,1,178.0,75.0,2500,130,300,80,greek yogurt with granola and fruit,Tuna salad sandwich on whole grain bread with a side of salad,Chicken breast with quinoa and vegetables,Protein bar,yogurt-based,False,True,False,False,True,False,False,False,True,False,False,5
25.0,1,180.0,80.0,2200,120,250,60,oatmeal with berries and nuts,Chicken breast salad with whole-wheat bread,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,False,False,True,False,True,False,False,1
35.0,0,165.0,65.0,1800,80,200,50,tofu scramble with whole-wheat toast,Vegetarian chili with brown rice,Lentil soup with whole-wheat bread,Trail mix,tofu-based,True,False,False,False,True,False,False,False,False,False,True,4
55.0,0,160.0,70.0,1500,70,180,40,tofu breakfast burrito,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Fruit and nut smoothie,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
40.0,1,190.0,95.0,3000,180,350,80,scrambled eggs with whole-wheat toast,Chicken and vegetable stir-fry,Steak with sweet potato and broccoli,Protein shake,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
28.0,0,170.0,55.0,1800,80,200,50,overnight oats with fruit and nuts,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Hummus and vegetable sticks,oatmeal-based,True,False,False,False,True,False,False,False,False,True,False,1
62.0,1,175.0,85.0,2000,100,220,50,greek yogurt with granola and fruit,Chicken salad with whole-wheat bread,Turkey chili with brown rice,Trail mix,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
32.0,0,168.0,60.0,2400,100,280,60,scrambled eggs with whole-wheat toast,Vegetarian chili with brown rice,Lentil and vegetable curry with brown rice,Fruit and nut smoothie,egg-based,False,False,False,True,False,True,False,False,False,False,True,0
21.0,1,185.0,88.0,1800,80,200,50,tofu breakfast burrito,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Hummus and vegetable sticks,tofu-based,False,False,True,False,False,False,True,False,False,True,False,4
48.0,1,178.0,90.0,2400,120,280,70,oatmeal with berries and nuts,Chicken breast salad with whole-wheat bread,Salmon with roasted vegetables,Greek yogurt with fruit,oatmeal-based,False,True,False,False,True,False,False,False,True,False,False,1
38.0,0,172.0,75.0,1600,70,180,40,overnight oats with fruit and nuts,Lentil and vegetable curry with brown rice,Chickpea pasta with marinara sauce,Fruit and nut smoothie,oatmeal-based,True,False,False,False,False,False,True,False,False,True,False,1
25.0,1,180.0,85.0,2200,150,250,60,greek yogurt with berries and granola,Chicken salad sandwich on whole-wheat bread with a side salad,Salmon with roasted vegetables,Apple slices with peanut butter,yogurt-based,False,True,False,False,False,False,True,False,True,False,False,5
38.0,0,165.0,62.0,1800,80,220,50,tofu scramble with veggies and avocado toast,Lentil soup with whole-wheat bread,Vegan chili with brown rice,Trail mix,tofu-based,True,False,False,False,True,False,False,False,False,True,False,4
55.0,0,160.0,70.0,1600,70,180,40,oatmeal with fruit and nuts,Black bean burger on a whole-wheat bun with a side salad,Lentil and vegetable curry,Fruit and yogurt,oatmeal-based,False,False,True,False,False,False,True,False,False,False,True,1
28.0,1,190.0,95.0,3000,200,350,80,scrambled eggs with whole-wheat toast and fruit,Chicken stir-fry with brown rice,Steak with sweet potato fries,Protein shake,egg-based,False,False,False,True,False,True,False,False,True,False,False,0
